Column,Count Non-Null,Count Finite,Mean,Median,Std,Variance,Min,P5,Q1 (25%),Q3 (75%),P95,Max,IQR,Skewness,Kurtosis (excess),Outlier Count (IQR),Outlier %,Infinite Count,Highly Skewed,Heavy Tailed,Q1,Q3,Kurtosis
FOD_ID,50881,50881,373055747.666614,400126783.0,44546006.246195,1984346672486011.2,300000278.0,300083816.0,300320721.0,400383425.0,400589734.0,400638266.0,100062704.0,-1.024352,-0.950656,0,0.0,0,False,False,,,
LOCAL_FIRE_REPORT_ID,12406,12406,70901.495164,68.0,182249.248265,33214788492.979538,1.0,6.0,28.0,734.5,555886.75,600489.0,706.5,2.233776,3.024953,2546,20.5223,0,True,False,,,
FIRE_YEAR,50881,50881,2016.829917,2017.0,1.7878,3.196228,2014.0,2014.0,2015.0,2018.0,2020.0,2020.0,3.0,0.005143,-1.009707,0,0.0,0,False,False,,,
DISCOVERY_DOY,50881,50881,192.164246,190.0,71.698165,5140.626855,1.0,56.0,150.0,242.0,310.0,366.0,92.0,-0.18564,-0.036443,0,0.0,0,False,False,,,
DISCOVERY_TIME,50307,50307,1390.606874,1440.0,533.952521,285105.294958,0.0,248.0,1115.0,1746.0,2200.7,2359.0,631.0,-0.606429,0.068906,0,0.0,0,False,False,,,
CONT_DOY,30409,30409,196.546055,197.0,70.23329,4932.715001,1.0,65.0,155.0,244.0,311.0,366.0,89.0,-0.26203,0.125823,0,0.0,0,False,False,,,
CONT_TIME,30090,30090,1448.995214,1522.0,535.734206,287011.139663,0.0,259.0,1200.0,1826.0,2210.0,2359.0,626.0,-0.754981,0.252342,0,0.0,0,False,False,,,
FIRE_SIZE,50881,50881,102.8205,0.1,3181.436145,10121535.947832,0.01,0.01,0.1,1.0,12.0,410203.0,0.9,74.969478,7585.322427,4591,9.023,0,True,True,,,
LATITUDE,50881,50881,37.252572,37.403866,2.475118,6.126207,32.552705,33.57015,34.879371,39.052768,41.2402,42.4175,4.173397,-0.068034,-1.019611,0,0.0,0,False,False,,,
LONGITUDE,50881,50881,-120.184626,-120.561389,2.07874,4.321158,-124.3993,-123.451389,-121.668429,-118.633333,-116.746979,-114.137511,3.035096,0.324542,-0.739358,0,0.0,0,False,False,,,
FIPS_CODE,46282,46282,6056.50646,6061.0,29.812077,888.759935,6001.0,6007.0,6033.0,6077.0,6105.0,6115.0,44.0,-0.021438,-0.941561,0,0.0,0,False,False,,,
NPL,50881,50881,2.199053,2.0,1.209452,1.462775,1.0,1.0,1.0,3.0,5.0,5.0,2.0,0.899207,-0.09776,0,0.0,0,False,False,,,
GAP_Sts,50880,50880,3.739171,4.0,0.635987,0.40448,1.0,2.0,4.0,4.0,4.0,4.0,0.0,-2.808637,7.906661,9250,18.18,0,True,True,,,
GAP_Prity,50880,50880,1.667787,0.0,3.043496,9.262871,0.0,0.0,0.0,0.0,8.0,9.0,0.0,1.326657,-0.114296,11931,23.4493,0,False,False,,,
EVH,50881,50881,69.968869,25.0,82.724087,6843.27462,11.0,22.0,25.0,115.0,303.0,308.0,90.0,1.743532,1.872711,0,0.0,0,False,False,,,
EVT,50881,50881,7425.165641,7299.0,530.766294,281712.85849,7008.0,7028.0,7299.0,7299.0,9153.0,9829.0,0.0,2.843596,7.311086,18851,37.0492,0,True,True,,,
EVC,50881,50881,77.133763,25.0,94.78434,8984.071101,11.0,22.0,25.0,132.0,334.0,392.0,107.0,1.706822,1.777678,0,0.0,0,False,False,,,
Land_Cover,50881,50881,33.400523,23.0,17.526029,307.161689,0.0,21.0,22.0,42.0,71.0,95.0,20.0,1.413103,1.052305,0,0.0,0,False,False,,,
rpms,50881,50881,518.734675,0.0,1109.988523,1232074.520285,0.0,0.0,0.0,482.0,3313.0,5565.0,482.0,2.433292,5.363298,5406,10.6248,0,True,False,,,
rpms_1km,50881,50881,507.063626,314.602715,539.638708,291209.934732,0.0,3.788323,77.927751,771.26506,1645.983874,3324.151674,693.33731,1.343226,1.332241,21,0.0413,0,False,False,,,
Population,50881,50881,-292.613221,0.1263,5439.815496,29591592.635248,-99999.0,0.0,0.0,2.1708,24.021,396.4778,2.1708,-18.275088,331.993264,7324,14.3944,0,True,True,,,
Popo_1km,50868,50868,4.312466,0.4004,7.936654,62.99047,0.0,0.0,0.0183,5.1822,20.593925,117.625,5.1639,2.932009,13.268603,2516,4.9461,0,True,True,,,
GACC_PL,50781,50781,2.364565,2.0,1.014815,1.02985,1.0,1.0,2.0,3.0,4.0,5.0,1.0,0.388908,-0.408258,0,0.0,0,False,False,,,
GACC_New fire,50781,50781,63.387999,22.0,133.877077,17923.071765,0.0,3.0,13.0,41.0,336.0,1144.0,28.0,4.108804,18.606225,5494,10.819,0,True,True,,,
GACC_New LF,50781,50781,1.63382,0.0,4.644422,21.570655,0.0,0.0,0.0,1.0,8.0,79.0,1.0,8.029531,94.85537,3530,6.9514,0,True,True,,,
GACC_Uncont LF,50781,50781,2.639038,2.0,3.794929,14.401488,0.0,0.0,1.0,3.0,8.0,37.0,2.0,4.58817,28.829029,1631,3.2118,0,True,True,,,
GACC_Type 1 IMTs,50781,50781,0.570331,0.0,1.03972,1.081017,0.0,0.0,0.0,1.0,3.0,7.0,1.0,2.513236,7.602575,620,1.2209,0,True,True,,,
GACC_Type 2 IMTs,50781,50781,0.521258,0.0,0.97188,0.944551,0.0,0.0,0.0,1.0,3.0,13.0,1.0,3.033882,17.704224,356,0.701,0,True,True,,,
GACC_NIMO Teams,50781,50781,0.035368,0.0,0.189757,0.036008,0.0,0.0,0.0,0.0,0.0,3.0,0.0,5.527382,32.892658,1753,3.4521,0,True,True,,,
GACC_Area Command Teams,50781,50781,0.008724,0.0,0.09673,0.009357,0.0,0.0,0.0,0.0,0.0,2.0,0.0,11.717864,149.072082,425,0.8369,0,True,True,,,
GACC_Fire Use Teams,0,0,,,,,,,,,,,,,,0,0.0,0,False,False,,,
GDP,50878,50878,55600.151516,55768.438,1385.912165,1920752.529903,15790.716,54876.344,55768.438,55768.438,55768.438,55768.438,0.0,-26.119334,735.751297,6588,12.9486,0,True,True,,,
pr_Normal,50881,50881,0.738141,0.24,1.322471,1.748931,0.0,0.0,0.06,0.75,3.38,13.34,0.69,3.478793,15.117711,3316,6.5172,0,True,True,,,
tmmn_Normal,50881,50881,284.616161,284.899994,4.733076,22.402005,263.600006,276.5,281.600006,288.100006,291.299988,301.700012,6.5,-0.35097,0.315033,0,0.0,0,False,False,,,
tmmx_Normal,50881,50881,300.303852,301.0,6.47452,41.919409,276.0,288.399994,295.899994,305.399994,309.200012,317.399994,9.5,-0.476423,-0.235972,0,0.0,0,False,False,,,
rmin_Normal,50075,50075,28.118045,25.4,10.014049,100.281176,7.6,16.2,21.1,32.9,49.1,72.0,11.8,1.129109,0.999686,18,0.0359,0,False,False,,,
rmax_Normal,50075,50075,73.874376,74.9,12.637154,159.697652,24.0,52.7,64.6,83.4,93.5,99.9,18.8,-0.259272,-0.534326,0,0.0,0,False,False,,,
sph_Normal,50881,50881,0.006851,0.0069,0.001598,3e-06,0.0018,0.0041,0.0058,0.008,0.0093,0.0124,0.0022,0.000903,0.064484,0,0.0,0,False,False,,,
